collection_object_id,guid,species,country,state,locality,lat,lon,elevation,life_stage,examined_for,detected,not_detected,presence
33704447,UNCG:Mamm:2258,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06040897,-83.45008196,796.487549,subadult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33466306,UNCG:Mamm:1567,Peromyscus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06004503,-83.44996101,812.485413,subadult,ectoparasite,ectoparasite,endoparasite,1
33704297,UNCG:Mamm:2222,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05985501,-83.44984802,829.502502,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33465896,UNCG:Mamm:994,Peromyscus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06033303,-83.44980896,776.138184,subadult,,,ectoparasite; endoparasite,1
33466552,UNCG:Mamm:1540,Microtus pinetorum,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05989902,-83.44978197,793.193176,subadult,ectoparasite,ectoparasite,endoparasite,1
33466683,UNCG:Mamm:1558,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05989902,-83.44978197,793.193176,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33704312,UNCG:Mamm:2238,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05989902,-83.44978197,793.193176,adult,ectoparasite,,ectoparasite; endoparasite,1
33466086,UNCG:Mamm:987,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06007403,-83.44976496,769.545715,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33466916,UNCG:Mamm:1555,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06031099,-83.44973998,771.581238,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33705301,UNCG:Mamm:2291,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.059924,-83.44973001,815.957336,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33465904,UNCG:Mamm:1428,Peromyscus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.060098,-83.44972196,860.428711,juvenile,,,ectoparasite; endoparasite,1
33704302,UNCG:Mamm:2224,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06031501,-83.44967703,776.484436,subadult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33465939,UNCG:Mamm:3271,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06000597,-83.44963102,807.514954,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
,,,,,,,,,,,,,
33466118,UNCG:Mamm:1576,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06012298,-83.44954502,825.84729,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33466921,UNCG:Mamm:1539,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05987203,-83.44951803,694.379883,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33704130,UNCG:Mamm:2283,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.060183,-83.44950898,790.861938,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33610984,UNCG:Mamm:2127,Peromyscus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06023404,-83.44949196,794.318848,subadult,ectoparasite,ectoparasite,endoparasite,1
33466110,UNCG:Mamm:1559,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06014603,-83.44946497,771.800354,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33466529,UNCG:Mamm:1574,Microtus pennsylvanicus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02658799,-83.449427,921.037842,subadult,ectoparasite,ectoparasite,endoparasite,1
33704431,UNCG:Mamm:2248,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05989097,-83.44936003,802.449951,adult,ectoparasite,,ectoparasite; endoparasite,1
33466095,UNCG:Mamm:3299,Peromyscus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02718101,-83.44935802,1150.340332,subadult,,,ectoparasite; endoparasite,1
33466102,UNCG:Mamm:1464,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06006104,-83.44933597,796.910339,adult,,,ectoparasite; endoparasite,1
33704423,UNCG:Mamm:2250,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05972803,-83.44933002,809.615967,adult,ectoparasite,ectoparasite,endoparasite,1
33466349,UNCG:Mamm:1530,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05946701,-83.44932298,778.838928,adult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
33704400,UNCG:Mamm:2275,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05961797,-83.44931896,803.510376,adult,ectoparasite,ectoparasite,endoparasite,1
33466024,UNCG:Mamm:1644,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02720004,-83.44929004,1145.858276,adult,ectoparasite,ectoparasite,endoparasite,1
33466264,UNCG:Mamm:1622,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05987404,-83.44927504,822.096863,subadult,,,ectoparasite; endoparasite,1
33704083,UNCG:Mamm:3506,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02687499,-83.44927504,1158.379028,adult,,,ectoparasite; endoparasite,1
33466032,UNCG:Mamm:1648,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02725896,-83.44927101,1159.099854,adult,ectoparasite,ectoparasite,endoparasite,1
33466132,UNCG:Mamm:1431,Ochrotomys nuttalli,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06020999,-83.44926397,772.090454,adult,ectoparasite,,ectoparasite; endoparasite,1
33466069,UNCG:Mamm:1646,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.02643402,-83.44917504,805.685425,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33466175,UNCG:Mamm:1436,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05940298,-83.44916901,580.523804,adult,ectoparasite,,ectoparasite; endoparasite,1
33704368,UNCG:Mamm:3498,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05965502,-83.44915903,790.15387,adult,,,ectoparasite; endoparasite,1
33611312,UNCG:Mamm:3493,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05961898,-83.44915199,796.106995,adult,,,ectoparasite; endoparasite,1
33704159,UNCG:Mamm:2237,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05969601,-83.44914696,798.843689,adult,ectoparasite,,ectoparasite; endoparasite,1
33466040,UNCG:Mamm:1653,Ochrotomys nuttalli,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02715402,-83.44914101,1158.530151,adult,ectoparasite,,ectoparasite; endoparasite,1
33704085,UNCG:Mamm:2232,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05973297,-83.44914,791.170776,adult,ectoparasite,,ectoparasite; endoparasite,1
33466267,UNCG:Mamm:1528,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05945402,-83.44912601,2648.920654,subadult,ectoparasite,ectoparasite,endoparasite,1
33466054,UNCG:Mamm:1640,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02472302,-83.44910899,1086.074097,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33466541,UNCG:Mamm:1541,Ochrotomys nuttalli,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05953197,-83.44910799,709.164978,adult,ectoparasite,ectoparasite,endoparasite,1
33611322,UNCG:Mamm:3469,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02690097,-83.44910799,1177.953735,adult,,,ectoparasite; endoparasite,1
33466090,UNCG:Mamm:1643,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02703902,-83.44910103,1156.637939,adult,ectoparasite,,ectoparasite; endoparasite,1
33611024,UNCG:Mamm:3470,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02685697,-83.44908401,1178.095703,adult,,,ectoparasite; endoparasite,1
33466209,UNCG:Mamm:1440,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05991997,-83.44907898,773.887268,adult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33610872,UNCG:Mamm:2175,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05947104,-83.44906901,755.140015,adult,ectoparasite,ectoparasite,endoparasite,1
33610786,UNCG:Mamm:2181,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05946802,-83.44905702,759.565369,adult,ectoparasite,,ectoparasite; endoparasite,1
33466590,UNCG:Mamm:1554,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02654198,-83.44905702,1168.278442,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33595499,UNCG:Mamm:1521,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05958101,-83.44903699,779.38562,adult,ectoparasite,ectoparasite,endoparasite,1
33466984,UNCG:Mamm:1522,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02655698,-83.44902903,1200.391235,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33610888,UNCG:Mamm:2192,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05979701,-83.44902702,760.805359,adult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
33466742,UNCG:Mamm:1460,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05971998,-83.44901503,819.908081,adult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
33466002,UNCG:Mamm:1631,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.026373,-83.44900698,1172.82312,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
,,,,,,,,,,,,,
33466335,UNCG:Mamm:1613,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02644399,-83.44899299,1138.869873,adult,,,ectoparasite; endoparasite,1
33466695,UNCG:Mamm:1520,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.026402,-83.44898896,1208.317749,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33611282,UNCG:Mamm:2168,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02657601,-83.44898301,1162.676514,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33466047,UNCG:Mamm:1673,Microtus pinetorum,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02663602,-83.44898201,1132.771362,adult,ectoparasite,ectoparasite,endoparasite,1
33610795,UNCG:Mamm:2185,Napaeozapus insignis,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05961797,-83.44896097,814.098145,adult,ectoparasite,,ectoparasite; endoparasite,1
33611272,UNCG:Mamm:2155,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02669302,-83.44893901,1170.306274,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33465813,UNCG:Mamm:1665,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02633402,-83.44893197,1129.932129,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33465972,UNCG:Mamm:1654,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02636302,-83.44893197,1227.736206,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33465982,UNCG:Mamm:1672,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02633603,-83.44893096,1129.969727,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33467093,UNCG:Mamm:1551,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02634601,-83.44893004,729.810303,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33465808,UNCG:Mamm:1645,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02626001,-83.44892501,1310.686401,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33610954,UNCG:Mamm:2167,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.36 km SE Albert Mountain, along FR 421-2",35.02623503,-83.44891998,1163.853638,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33611267,UNCG:Mamm:2158,Napaeozapus insignis,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02650803,-83.44891503,1177.690552,subadult,ectoparasite,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33611393,UNCG:Mamm:2154,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.026229,-83.44890598,1186.464478,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33465823,UNCG:Mamm:1638,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02624501,-83.44890104,1165.577026,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33704366,UNCG:Mamm:3508,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05980204,-83.44889802,811.894409,adult,,,ectoparasite; endoparasite,1
33610856,UNCG:Mamm:2142,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02680198,-83.44889701,1070.928589,adult,ectoparasite,,ectoparasite; endoparasite,1
33465977,UNCG:Mamm:1661,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02682604,-83.44889098,1170.167114,adult,ectoparasite,ectoparasite,endoparasite,1
33466271,UNCG:Mamm:1461,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",35.05965896,-83.44888402,814.914612,adult,ectoparasite,ectoparasite,endoparasite,1
33465818,UNCG:Mamm:1669,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02650401,-83.44887304,1137.226074,subadult,ectoparasite,,ectoparasite; endoparasite,1
33610848,UNCG:Mamm:2173,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02678002,-83.44887103,1190.92334,adult,ectoparasite,,ectoparasite; endoparasite,1
33466016,UNCG:Mamm:1642,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02671699,-83.44886499,1155.425537,adult,ectoparasite,,ectoparasite; endoparasite,1
33610828,UNCG:Mamm:2166,Microtus pinetorum,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02634098,-83.44885301,1163.051392,adult,ectoparasite,ectoparasite,endoparasite,1
33465829,UNCG:Mamm:1664,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02620704,-83.44884697,1125.868896,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
,,,,,,,,,,,,,
33611257,UNCG:Mamm:2123,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02625397,-83.44884203,1127.794556,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
33466373,UNCG:Mamm:1531,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.059594,-83.448837,2905.163574,adult,ectoparasite,ectoparasite,endoparasite,1
33465834,UNCG:Mamm:1668,Sorex fumeus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02621802,-83.44883298,1128.0896,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33611277,UNCG:Mamm:2160,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02641398,-83.44881202,1175.253662,adult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
33465992,UNCG:Mamm:1655,Myodes gapperi,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02627602,-83.448808,1224.41272,adult,ectoparasite,ectoparasite,endoparasite,1
33467081,UNCG:Mamm:1575,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",35.02653703,-83.44880003,1163.418823,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33466008,UNCG:Mamm:1641,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02662797,-83.448765,1143.011841,adult,ectoparasite,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
33466900,UNCG:Mamm:1533,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02627803,-83.44874698,1167.513794,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
33704093,UNCG:Mamm:2253,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02627803,-83.44874698,1167.513794,adult,ectoparasite,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33466429,UNCG:Mamm:1580,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",35.02627099,-83.448736,1137.371338,subadult,ectoparasite,ectoparasite,endoparasite,1
33466122,UNCG:Mamm:990,Ochrotomys nuttalli,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05998996,-83.44873298,779.594299,adult,ectoparasite,,ectoparasite; endoparasite,1
33466607,UNCG:Mamm:1589,Blarina brevicauda,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02624299,-83.448707,996.669922,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33704478,UNCG:Mamm:2249,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",35.02636797,-83.44863801,975.57605,adult,ectoparasite,ectoparasite,endoparasite,1
33611320,UNCG:Mamm:3467,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.026748,-83.448621,1180.577759,subadult,,,ectoparasite; endoparasite,1
33466603,UNCG:Mamm:1629,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02636403,-83.44861899,708.021484,subadult,ectoparasite,ectoparasite,endoparasite,1
33610880,UNCG:Mamm:2179,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05959802,-83.44861496,796.609924,adult,ectoparasite,,ectoparasite; endoparasite,1
33466535,UNCG:Mamm:1573,Microtus pennsylvanicus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05988996,-83.44861002,814.341614,subadult,ectoparasite,ectoparasite,endoparasite,1
,,,,,,,,,,,,,
33466664,UNCG:Mamm:1630,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",35.02559901,-83.44858303,750.220764,adult,,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
33611310,UNCG:Mamm:3488,Peromyscus leucopus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05967304,-83.44855101,831.872009,adult,,,ectoparasite; endoparasite,1
33467584,UNCG:Mamm:1455,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.06013497,-83.44854598,818.319702,adult,ectoparasite,ectoparasite,endoparasite,1
33466285,UNCG:Mamm:1618,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02544403,-83.44851103,708.81958,subadult,,,ectoparasite; endoparasite,1
33704188,UNCG:Mamm:2252,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02624199,-83.44838304,726.509338,adult,ectoparasite,,ectoparasite; endoparasite,1
33465987,UNCG:Mamm:1656,Microtus pennsylvanicus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02655203,-83.44834699,1233.072144,subadult,ectoparasite,ectoparasite,endoparasite,1
33466314,UNCG:Mamm:1628,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",35.02633704,-83.44833098,706.618103,subadult,,,ectoparasite; endoparasite,1
33467608,UNCG:Mamm:1451,Peromyscus maniculatus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05980003,-83.44830198,830.36554,adult,ectoparasite,ectoparasite,endoparasite,1
33466074,UNCG:Mamm:981,Sorex cinereus,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",35.05997797,-83.44824096,783.611694,adult,ectoparasite; endoparasite,endoparasite,ectoparasite,1
