collection_object_id,guid,species,country,state,locality,lat,lon,elevation,life_stage,examined_for,detected,not_detected,presence
29872428,UNCG:Mamm:346,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25343901,-82.91891003,1140.170654,adult,ectoparasite; endoparasite,,ectoparasite; endoparasite,1
29842113,UNCG:Mamm:151,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25345401,-82.91890701,1144.43335,adult,endoparasite,,ectoparasite; endoparasite,1
29930449,UNCG:Mamm:376,Sorex cinereus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25369097,-82.91889402,1146.662109,adult,endoparasite,ectoparasite,endoparasite,1
30034193,UNCG:Mamm:422,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25390303,-82.91889,1125.363037,subadult,endoparasite,,ectoparasite; endoparasite,1
29842133,UNCG:Mamm:157,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25381301,-82.918833,1117.585815,adult,endoparasite,,ectoparasite; endoparasite,1
29846727,UNCG:Mamm:172,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25350003,-82.91879604,1152.986816,adult,endoparasite,,ectoparasite; endoparasite,1
29846723,UNCG:Mamm:171,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25348997,-82.91879402,1156.775024,adult,endoparasite,,ectoparasite; endoparasite,1
29846671,UNCG:Mamm:179,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25367202,-82.91879201,1115.220093,adult,endoparasite,,ectoparasite; endoparasite,1
29846719,UNCG:Mamm:170,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25344596,-82.91879101,1157.768311,adult,endoparasite,,ectoparasite; endoparasite,1
29842177,UNCG:Mamm:161,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25365802,-82.91878397,1147.892456,adult,endoparasite,,ectoparasite; endoparasite,1
29846687,UNCG:Mamm:183,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25382197,-82.91876201,1111.901733,adult,endoparasite,,ectoparasite; endoparasite,1
29847705,UNCG:Mamm:205,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25376003,-82.91872999,1046.859863,adult,ectoparasite,ectoparasite,,1
29872445,UNCG:Mamm:338,Myodes gapperi,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25401501,-82.91869101,1151.24939,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29847713,UNCG:Mamm:331,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.253625,-82.91868196,1096.310425,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
30010696,UNCG:Mamm:404,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.254028,-82.91867299,1128.433472,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29846715,UNCG:Mamm:168,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25394603,-82.91865597,1154.804688,adult,endoparasite,ectoparasite,endoparasite,1
29847731,UNCG:Mamm:255,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25422104,-82.91865497,1103.588745,adult,ectoparasite; endoparasite,,ectoparasite; endoparasite,1
29847719,UNCG:Mamm:328,Myodes gapperi,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25363598,-82.91864701,1096.119385,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29847755,UNCG:Mamm:325,Blarina brevicauda,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25400001,-82.91863603,1103.273315,adult,endoparasite,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
30034131,UNCG:Mamm:414,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25354998,-82.91862999,1161.373413,adult,endoparasite,,ectoparasite; endoparasite,1
29842182,UNCG:Mamm:165,Sorex fumeus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25364797,-82.91862697,1154.440063,adult,endoparasite,,ectoparasite; endoparasite,1
29847751,UNCG:Mamm:206,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25393899,-82.91860803,1069.234375,adult,ectoparasite,ectoparasite,,1
29842125,UNCG:Mamm:152,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25366599,-82.91860401,1141.321655,adult,endoparasite,,ectoparasite; endoparasite,1
,,,,,,,,,,,,,
29847709,UNCG:Mamm:326,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25410897,-82.91859596,1104.571289,subadult,ectoparasite; endoparasite,,ectoparasite; endoparasite,1
30034143,UNCG:Mamm:421,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25353397,-82.91858699,1161.123413,adult,endoparasite,ectoparasite,endoparasite,1
29847637,UNCG:Mamm:192,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25442396,-82.91855397,1139.405029,adult,endoparasite,,ectoparasite; endoparasite,1
29842186,UNCG:Mamm:166,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25380898,-82.91852698,1151.125122,adult,endoparasite,,ectoparasite; endoparasite,1
29842157,UNCG:Mamm:153,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25393597,-82.91849102,1135.432373,adult,endoparasite,,ectoparasite; endoparasite,1
29846675,UNCG:Mamm:180,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25383798,-82.91847602,1129.150879,adult,endoparasite,,ectoparasite; endoparasite,1
29847717,UNCG:Mamm:3064,Myodes gapperi,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25369398,-82.91840896,1104.009521,juvenile,,,ectoparasite,1
29872432,UNCG:Mamm:347,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25429999,-82.918402,1164.835327,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29842141,UNCG:Mamm:159,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25437904,-82.918329,1138.169189,adult,endoparasite,,ectoparasite; endoparasite,1
29842169,UNCG:Mamm:155,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25459898,-82.91817896,1107.717773,adult,endoparasite,,ectoparasite; endoparasite,1
29842121,UNCG:Mamm:154,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25436697,-82.91807,1128.987793,adult,endoparasite,,ectoparasite; endoparasite,1
30034185,UNCG:Mamm:425,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25467198,-82.91773799,1120.131348,adult,endoparasite,ectoparasite,endoparasite,1
29930444,UNCG:Mamm:373,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.277454,-82.91643896,1399.324829,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29930475,UNCG:Mamm:380,Napaeozapus insignis,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27704999,-82.91637702,1391.354858,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
30010778,UNCG:Mamm:382,Sorex fumeus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27707304,-82.91636797,1390.671997,adult,endoparasite,,ectoparasite; endoparasite,1
30034147,UNCG:Mamm:415,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27731,-82.916359,1402.716675,adult,endoparasite,,ectoparasite; endoparasite,1
30010700,UNCG:Mamm:405,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27718896,-82.91635598,1374.082397,adult,ectoparasite; endoparasite,ectoparasite; endoparasite,,1
30010704,UNCG:Mamm:406,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27737697,-82.91633603,1370.576904,adult,ectoparasite; endoparasite,,ectoparasite; endoparasite,1
30108802,UNCG:Mamm:432,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27733799,-82.91633402,1379.477173,adult,endoparasite,ectoparasite,endoparasite,1
30108818,UNCG:Mamm:433,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27727102,-82.91631801,1378.498901,adult,endoparasite,ectoparasite,endoparasite,1
30010728,UNCG:Mamm:3076,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27734696,-82.916317,1368.664185,subadult,ectoparasite,,ectoparasite,1
30108806,UNCG:Mamm:434,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27813402,-82.91631298,1386.401733,adult,endoparasite,ectoparasite,endoparasite,1
29930467,UNCG:Mamm:379,Blarina brevicauda,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27719701,-82.91629001,1391.511475,adult,endoparasite,,ectoparasite; endoparasite,1
32830535,UNCG:Mamm:3153,Ursus americanus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27768,-82.91628,1398,,,,,1
30034197,UNCG:Mamm:416,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27737403,-82.91626504,1381.204956,subadult,endoparasite,,ectoparasite; endoparasite,1
29933413,UNCG:Mamm:372,Peromyscus leucopus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27746003,-82.91626101,1401.389771,adult,endoparasite,,ectoparasite; endoparasite,1
30034201,UNCG:Mamm:423,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27728602,-82.91622698,1387.710083,adult,endoparasite,,ectoparasite; endoparasite,1
29872440,UNCG:Mamm:343,Blarina brevicauda,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27793202,-82.91621701,1367.205078,adult,,ectoparasite,,1
29930471,UNCG:Mamm:378,Sorex cinereus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27713297,-82.91616102,1391.997925,adult,endoparasite,,ectoparasite; endoparasite,1
29930463,UNCG:Mamm:377,Blarina brevicauda,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27728099,-82.91607502,1403.662231,adult,endoparasite,,ectoparasite; endoparasite,1
29930458,UNCG:Mamm:374,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27742097,-82.91605297,1393.549438,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29930454,UNCG:Mamm:375,Blarina brevicauda,United States,North Carolina,"Pisgah National Forest, 0.8 km NE Rocky Knob, along NC Highway 215",35.27742902,-82.91604803,1397.918457,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29847673,UNCG:Mamm:254,Peromyscus maniculatus,United States,North Carolina,"Pisgah National Forest, 0.64 km N of Bruce Knob, along NC Highway 215",35.25348703,-82.91570999,1165.052002,adult,ectoparasite; endoparasite,,ectoparasite; endoparasite,1
29817547,UNCG:Mamm:43,Peromyscus leucopus,United States,North Carolina,"Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River",35.40614697,-82.90209199,966.738098,adult,ectoparasite,,ectoparasite,1
29833194,UNCG:Mamm:129,Peromyscus leucopus,United States,North Carolina,"Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River",35.40633598,-82.90186803,910.959229,adult,ectoparasite,ectoparasite,,1
29817551,UNCG:Mamm:44,Zapus hudsonius,United States,North Carolina,"Cold Mountain Game Lands, 3.9 km W of peak of Cold Mountain, along Little East Fork of Pigeon River",35.40604899,-82.90174004,959.818298,adult,ectoparasite,ectoparasite,,1
29817085,UNCG:Mamm:39,Sigmodon hispidus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26343702,-82.28474203,473.391998,adult,ectoparasite,ectoparasite,,1
29816985,UNCG:Mamm:124,Sigmodon hispidus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26258802,-82.28457204,469.596497,subadult,ectoparasite,ectoparasite,,1
29817069,UNCG:Mamm:37,Sigmodon hispidus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26308398,-82.28455201,471.682343,adult,ectoparasite,ectoparasite,,1
29817033,UNCG:Mamm:26,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26261099,-82.284478,473.711365,adult,ectoparasite,ectoparasite,,1
29842295,UNCG:Mamm:3032,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26260898,-82.28446601,473.708923,adult,ectoparasite,ectoparasite,,1
29817220,UNCG:Mamm:31,Sigmodon hispidus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26299303,-82.28445201,468.285614,adult,ectoparasite,ectoparasite,,1
29817236,UNCG:Mamm:109,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26271903,-82.284392,462.964447,adult,ectoparasite,,ectoparasite,1
29817216,UNCG:Mamm:27,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26282397,-82.28431899,473.298889,adult,ectoparasite,,ectoparasite,1
29816977,UNCG:Mamm:121,Sigmodon hispidus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26349704,-82.28428102,461.187958,subadult,ectoparasite,ectoparasite,,1
,,,,,,,,,,,,,
29817097,UNCG:Mamm:112,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26359804,-82.28427004,463.069366,adult,ectoparasite,,ectoparasite,1
29817045,UNCG:Mamm:29,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26303897,-82.28422704,473.047638,adult,ectoparasite,ectoparasite,,1
29816981,UNCG:Mamm:123,Napaeozapus insignis,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26320099,-82.284177,468.081207,adult,ectoparasite,,ectoparasite,1
29842241,UNCG:Mamm:3037,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26358798,-82.28416703,456.165039,adult,ectoparasite,,ectoparasite,1
29817041,UNCG:Mamm:28,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26316302,-82.28414004,473.01004,adult,ectoparasite,ectoparasite,,1
29817049,UNCG:Mamm:30,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26323996,-82.28412797,472.891571,adult,ectoparasite,,ectoparasite,1
29817244,UNCG:Mamm:111,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26370198,-82.283803,457.408203,adult,ectoparasite,,ectoparasite,1
29817093,UNCG:Mamm:110,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.79 km SE of Bradley Falls, off Holbert Cove Road",35.26362101,-82.28371298,457.636017,adult,ectoparasite,,ectoparasite,1
29842299,UNCG:Mamm:3039,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26418502,-82.282854,471.365204,adult,ectoparasite,ectoparasite,,1
29817081,UNCG:Mamm:102,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26420397,-82.28267597,488.199677,adult,ectoparasite,,ectoparasite,1
,,,,,,,,,,,,,
29842291,UNCG:Mamm:3035,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26446397,-82.28253901,472.474915,adult,ectoparasite,ectoparasite,,1
29817228,UNCG:Mamm:101,Blarina brevicauda,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26454704,-82.282134,489.475586,adult,ectoparasite,,ectoparasite,1
29816965,UNCG:Mamm:104,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26467302,-82.281832,490.875824,adult,ectoparasite,ectoparasite,,1
29817057,UNCG:Mamm:32,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26494501,-82.28153704,478.211884,adult,ectoparasite,ectoparasite,,1
29817077,UNCG:Mamm:100,Blarina brevicauda,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26488097,-82.28135901,483.376892,adult,ectoparasite; endoparasite,,ectoparasite,1
29817224,UNCG:Mamm:33,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26489204,-82.281085,478.623718,adult,ectoparasite,ectoparasite,,1
29842321,UNCG:Mamm:3043,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26527903,-82.28100001,273.013885,adult,ectoparasite,,ectoparasite,1
29817053,UNCG:Mamm:35,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26506898,-82.28096204,477.269897,adult,ectoparasite,ectoparasite,,1
,,,,,,,,,,,,,
29842239,UNCG:Mamm:3036,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.264713,-82.28093002,481.464844,adult,ectoparasite,,ectoparasite,1
29817061,UNCG:Mamm:34,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26471501,-82.28092801,481.398529,adult,ectoparasite,,ectoparasite,1
29817101,UNCG:Mamm:114,Didelphis virginiana,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26506697,-82.28077202,426.33783,juvenile,ectoparasite,ectoparasite,,1
29817109,UNCG:Mamm:116,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26525397,-82.28033499,433.165192,adult,ectoparasite,,ectoparasite,1
29817232,UNCG:Mamm:103,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26526998,-82.27992302,497.612885,adult,ectoparasite,ectoparasite,,1
29842297,UNCG:Mamm:3044,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.26549998,-82.27975697,449.087372,adult,ectoparasite,ectoparasite,,1
29817113,UNCG:Mamm:115,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 1.1 km SE of Bradley Falls, off Holbert Cove Road",35.265762,-82.279561,451.559052,adult,ectoparasite,ectoparasite,,1
29842245,UNCG:Mamm:3045,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30130504,-82.26801803,317.183563,adult,ectoparasite,ectoparasite,,1
29817105,UNCG:Mamm:118,Ochrotomys nuttalli,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30146798,-82.26787202,298.916504,adult,ectoparasite,ectoparasite,,1
29816973,UNCG:Mamm:105,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30167602,-82.26752099,281.714813,adult,ectoparasite,,ectoparasite,1
29817089,UNCG:Mamm:106,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30164802,-82.26737397,285.840637,adult,ectoparasite,ectoparasite,,1
29817073,UNCG:Mamm:38,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30147502,-82.26712301,308.939484,adult,ectoparasite,ectoparasite,,1
29817248,UNCG:Mamm:117,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30136396,-82.26677299,283.458954,adult,ectoparasite,,ectoparasite,1
29817117,UNCG:Mamm:122,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30132004,-82.26665304,278.230621,adult,ectoparasite,ectoparasite,,1
29817212,UNCG:Mamm:25,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 0.8 km N Chimney Top Mountain, off of Green River Cove Road",35.30130101,-82.26624903,299.59317,adult,ectoparasite,ectoparasite,,1
,,,,,,,,,,,,,
29858673,UNCG:Mamm:3066,Sorex cinereus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76633696,-82.26590998,2004.040527,adult,,,ectoparasite,1
29858184,UNCG:Mamm:335,Sorex cinereus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76587898,-82.26433503,1972.653931,adult,endoparasite,,ectoparasite; endoparasite,1
29858663,UNCG:Mamm:334,Sorex cinereus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76558301,-82.26401199,2022.724121,adult,endoparasite,,ectoparasite; endoparasite,1
29858655,UNCG:Mamm:332,Sorex fumeus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76549903,-82.26398801,1971.634155,adult,endoparasite,,ectoparasite; endoparasite,1
29858667,UNCG:Mamm:336,Sorex fumeus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.765293,-82.26386698,1976.766602,adult,ectoparasite; endoparasite,ectoparasite,endoparasite,1
29858675,UNCG:Mamm:337,Sorex cinereus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76535997,-82.26384896,1977.059082,adult,,,ectoparasite,1
29858659,UNCG:Mamm:333,Sorex cinereus,United States,North Carolina,"Mount Mitchell State Park, 0.17 km NNE Mount Mitchell summit, along Balsam Nature Loop",35.76512301,-82.26375399,1978.742065,adult,,,ectoparasite,1
29817208,UNCG:Mamm:23,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31448499,-82.246959,284.977631,adult,ectoparasite,,ectoparasite,1
29817196,UNCG:Mamm:20,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31456999,-82.24631896,285.345184,adult,ectoparasite,,ectoparasite,1
29817204,UNCG:Mamm:22,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31439899,-82.24615401,284.640137,adult,ectoparasite,,ectoparasite,1
29817200,UNCG:Mamm:21,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31439598,-82.24595804,284.811127,adult,ectoparasite,,ectoparasite,1
29842289,UNCG:Mamm:3034,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.314487,-82.24541103,287.856964,adult,ectoparasite,,ectoparasite,1
29842293,UNCG:Mamm:3040,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.314616,-82.24535102,305.296448,adult,ectoparasite,,ectoparasite,1
29842317,UNCG:Mamm:3041,Peromyscus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31454802,-82.24522202,303.488159,adult,ectoparasite,,ectoparasite,1
29816957,UNCG:Mamm:108,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31456999,-82.24518104,275.629883,adult,ectoparasite,,ectoparasite,1
29817121,UNCG:Mamm:120,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31433797,-82.24496403,284.805481,subadult,ectoparasite,ectoparasite,,1
29817037,UNCG:Mamm:24,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31423597,-82.24478499,290.910889,adult,ectoparasite,ectoparasite,,1
29817240,UNCG:Mamm:107,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31429598,-82.24471601,277.334381,adult,ectoparasite,,ectoparasite,1
29842267,UNCG:Mamm:3042,Peromyscus leucopus,United States,North Carolina,"Green River Game Lands, 2.38 km S of S shore Lake Adger, off of Green River Cove Road",35.31425801,-82.24438702,302.707855,adult,ectoparasite,,ectoparasite,1
