collection_object_id,guid,species,country,state,locality,lat,long,elevation,life_stage,examined_for,detected,not_detected,presence,absence
33406535,UNCG:Mamm:1134,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39980599,-114.627461,2602,adult,ectoparasite, ,ectoparasite, ,0
33406541,UNCG:Mamm:1127,Sorex monticolus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.399807,-114.627454,2602,adult,ectoparasite,,ectoparasite  ,,0
33406613,UNCG:Mamm:1198,Sorex monticolus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39980096,-114.627433,2653,adult,ectoparasite,,ectoparasite  ,,0
33406527,UNCG:Mamm:1122,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39979702,-114.627431,2663,adult,ectoparasite,,ectoparasite  ,,0
33406562,UNCG:Mamm:1147,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39980901,-114.627425,2630,adult,ectoparasite,,ectoparasite  ,,0
33406597,UNCG:Mamm:3194,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39988503,-114.627425,2699,adult,ectoparasite,,ectoparasite  ,,0
33406591,UNCG:Mamm:1176,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39972402,-114.627414,2585,adult,ectoparasite,,ectoparasite  ,,0
33406592,UNCG:Mamm:1175,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39972402,-114.627414,2585,adult,ectoparasite,,ectoparasite  ,,0
33406581,UNCG:Mamm:3195,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.399837,-114.62741,2698,adult,ectoparasite,ectoparasite, ,1, 
33406572,UNCG:Mamm:1174,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39972402,-114.627391,2584,adult,ectoparasite,ectoparasite, ,1, 
33406564,UNCG:Mamm:1154,Microtus longicaudus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.399779,-114.627377,2662,subadult,ectoparasite,,ectoparasite  ,,0
33406563,UNCG:Mamm:1149,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39977397,-114.627373,2662,adult,ectoparasite,,ectoparasite  ,,0
33406618,UNCG:Mamm:1197,Sorex monticolus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39976702,-114.627278,2656,adult,ectoparasite,,ectoparasite  ,,0
33406594,UNCG:Mamm:1170,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39986299,-114.62727,2592,adult,ectoparasite,,ectoparasite  ,,0
33406589,UNCG:Mamm:1171,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39985,-114.627261,2592,adult,ectoparasite,,ectoparasite  ,,0
33406525,UNCG:Mamm:1124,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39972301,-114.627218,2663,adult,ectoparasite,ectoparasite, ,1, 
33406593,UNCG:Mamm:1169,Sorex vagrans,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.39977699,-114.627143,2701,adult,ectoparasite,,ectoparasite  ,,0
33406546,UNCG:Mamm:1144,Callospermophilus lateralis,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40182704,-114.6258,2608,adult,ectoparasite,,ectoparasite  ,,0
33406587,UNCG:Mamm:1193,Tamias minimus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40193902,-114.625732,2752,adult,ectoparasite,ectoparasite, ,1, 
33406604,UNCG:Mamm:1207,Lemmiscus curtatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40175897,-114.625728,2751,adult,ectoparasite,ectoparasite, ,1, 
33406619,UNCG:Mamm:1206,Callospermophilus lateralis,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40178898,-114.625687,2752,adult,ectoparasite,,ectoparasite  ,,0
33406616,UNCG:Mamm:1208,Lemmiscus curtatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40198202,-114.625658,2763,subadult,ectoparasite,,ectoparasite  ,,0
33406560,UNCG:Mamm:1151,Lemmiscus curtatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40203197,-114.625635,2749,adult,ectoparasite,,ectoparasite  ,,0
33406584,UNCG:Mamm:3198,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40208696,-114.62558,2725,adult,ectoparasite,ectoparasite, ,1, 
33406577,UNCG:Mamm:1184,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40219198,-114.625452,2731,adult,ectoparasite,ectoparasite, ,1, 
33406599,UNCG:Mamm:3191,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40219198,-114.625452,2731,adult,ectoparasite,,ectoparasite  ,,0
33406586,UNCG:Mamm:1190,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40224504,-114.62536,2764,,ectoparasite,ectoparasite, ,1, 
33406551,UNCG:Mamm:1157,Microtus longicaudus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40220003,-114.625274,2756,adult,ectoparasite,ectoparasite, ,1, 
33406603,UNCG:Mamm:3192,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40227304,-114.62518,2739,adult,ectoparasite,,ectoparasite  ,,0
33406533,UNCG:Mamm:1131,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40232601,-114.625101,2781,adult,ectoparasite,ectoparasite, ,1, 
33406539,UNCG:Mamm:1143,Tamias minimus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.402799,-114.62496,2602,adult,ectoparasite,ectoparasite, ,1, 
33406598,UNCG:Mamm:3197,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40230899,-114.624874,2747,adult,ectoparasite,,ectoparasite  ,,0
33406537,UNCG:Mamm:1139,Peromyscus maniculatus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40234001,-114.624778,2783,adult,ectoparasite,ectoparasite, ,1, 
33406570,UNCG:Mamm:1192,Tamias minimus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40230698,-114.624485,2771,adult,ectoparasite,ectoparasite, ,1, 
33406566,UNCG:Mamm:1164,Perognathus parvus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40227496,-114.62427,2766,adult,ectoparasite,,ectoparasite  ,,0
33406549,UNCG:Mamm:1161,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40227798,-114.624192,2769,adult,ectoparasite,ectoparasite, ,1, 
33406583,UNCG:Mamm:1188,Callospermophilus lateralis,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40227999,-114.624191,2451,adult,ectoparasite,ectoparasite, ,1, 
33406576,UNCG:Mamm:1183,Microtus longicaudus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40037596,-114.623656,2702,adult,ectoparasite,ectoparasite, ,1, 
33406580,UNCG:Mamm:1186,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.40043103,-114.623651,2681,adult,ectoparasite,ectoparasite, ,1, 
33406600,UNCG:Mamm:3193,Microtus montanus,USA,Nevada,"Humboldt-Toiyabe National Forest, 2.75 km WSW North Schell Peak, Timber Creek",39.400254,-114.623544,2699,adult,ectoparasite,,ectoparasite  ,,0
